REGION_DE_NAISSANCE,CREDIT,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Type candidature,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Résultat,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,COME,AFTA,EPAT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1,S1,S2,S3,Homme,Femme,Série_Encode,Sexe_Encode,RESULTAT_Encode,SESSION_Encode,MENTION_Encode,Academie perf.,Residence perf.,Résidence_Encode,Ets. de provenance_Encode,Centre d'Ec._Encode,Académie de l'Ets. Prov._Encode,REGION_DE_NAISSANCE_Encode
 Thiès,3,1,Deuxième Session,NULL,3.82,NON ADMIS,1,2018,F,S2,LYCEE DAROU KHOUDOSS ,O,Académie de Thiès,DAROU KHOUDOSS,LYCEE DAROU KHOUDOSS ,1,Pass,ADM,2,2003,12.47,10.55,10.48,9.81,8,9,6,13,7,7.0,0.0,0.0,0.0,208,8.0,10.42,10.47,19,136.0,315,3.82,318,0,1,0,0,1,1,0,0,0,4,10.926122448979593,10.21,8,53,32,14,9
 Kaolack,60,1,Première Session,Passable,10.16,PASSE,1,2018,M,S2,LYCEE DE NDOFFANE,O,Académie de Kaolack,NDOFFANE,LYCEE DE NDOFFANE,1,Pass,ADM,1,2011,15.11,11.75,12.09,12.44,13,13,9,13,11,6.0,0.0,0.0,0.0,271,10.42,10.42,10.53,19,205.0,196,110.16,91,0,1,0,1,0,1,1,2,1,0,10.863333333333333,10.18,49,82,59,4,3
 Diourbel,60,1,Première Session,Passable,11.77,PASSE,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,1,ABien,ADM,1,2010,14.05,12.1,14.92,14.83,13,17,10,11,8,8.0,0.0,0.0,0.0,312,12.0,12.0,12.65,18,249.0,96,111.77,39,0,1,0,1,0,1,1,2,1,0,10.863333333333333,11.245,29,139,12,4,1
 Fatick,40,1,Deuxième Session,NULL,8.05,NON ADMIS,1,2018,M,S1,ECOLE CATHOLIQUE COLLEGE SAINT PIERRE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,2,2006,14.05,12.27,10.83,9.38,5,10,13,7,8,4.0,0.0,0.0,0.0,216,8.0,10.15,10.5,19,215.0,176,8.05,211,1,0,0,1,0,0,1,0,0,4,11.080526315789474,10.754516129032258,7,11,104,0,2
 Dakar,25,1,Deuxième Session,NULL,4.71,NON ADMIS,1,2018,M,S2,LYCEE DE MBAO,O,Académie de Pikine - Guédiawaye,MBAO,ECOLE ELEMENTAIRE LGI MBAO,1,Pass,ADM,2,1996,11.87,10.97,9.65,8.78,12,6,5,7,9,10.0,0.0,0.0,0.0,220,8.46,10.77,10.94,22,144.0,298,4.71,299,0,1,0,1,0,1,1,0,0,4,10.693384615384616,10.722727272727273,42,75,19,9,0
 Kaolack,60,1,Première Session,Bien,14.71,PASSE,1,2018,F,S1,LYCEE ABABACAR SY,O,Académie de Thiès,TIVAOUANE,LYCEE ABABACAR SY,1,Pass,ADM,1,2000,14.16,12.64,12.84,13.31,10,13,7,12,11,7.0,0.0,0.0,0.0,295,10.93,10.93,11.5,18,278.0,41,114.71000000000001,5,1,0,0,0,1,0,0,2,1,2,10.926122448979593,11.154,77,31,23,14,3
 Dakar,60,1,Deuxième Session,Passable,11.33,PASSE,1,2018,M,S2,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Pass,ADM,1,1997,12.99,8.47,12.43,11.93,13,13,6,6,8,8.0,0.0,0.0,0.0,260,10.0,10.0,11.24,21,195.0,207,11.33,111,0,1,0,1,0,1,1,2,0,0,10.693384615384616,10.695217391304348,60,100,77,9,0
 Saint-Louis,60,1,Première Session,Assez-Bien,13.07,PASSE,1,2018,M,S1,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE SEYDINA LIMAMOULAYE,1,Pass,ADM,1,1998,12.01,12.38,10.13,12.47,9,10,13,6,11,9.0,0.0,0.0,0.0,271,10.04,10.04,9.5,20,241.0,113,113.07,20,1,0,0,1,0,0,1,2,1,1,10.693384615384616,10.663333333333332,20,134,97,9,7
 Dakar,32,1,Deuxième Session,NULL,7.06,NON ADMIS,1,2018,M,S2,LYCEE DE SEBIKOTANE,O,Académie de Rufisque,SEBIKOTANE,LYCEE DE SEBIKOTANE,3,Pass,ADM,1,1996,11.64,10.63,12.68,12.65,18,13,10,13,6,6.0,0.0,0.0,0.0,296,11.38,11.38,12.0,22,216.0,173,7.06,238,0,1,0,1,0,1,1,0,0,4,10.668399999999998,10.6275,70,95,72,10,0
 Thiès,40,1,Deuxième Session,NULL,8.56,NON ADMIS,1,2018,M,S2,LYCEE JULES SAGNA,O,Académie de Thiès,THIES,COLLEGE SAINT GABRIEL,1,Pass,ADM,2,2000,10.52,11.78,10.52,10.97,9,7,8,9,7,10.0,0.0,0.0,0.0,225,8.65,10.35,10.41,18,133.0,320,8.56,192,0,1,0,1,0,1,1,0,0,4,10.926122448979593,11.295625,76,115,15,14,9
 Fatick,10,1,Deuxième Session,NULL,3.89,NON ADMIS,1,2018,F,S2,LYCEE DE TOUCAR,O,Académie de Fatick,TOUCAR,LYCEE DE TOUCAR,1,Pass,ADM,2,1999,13.01,12.54,9.89,9.77,8,9,9,5,4,10.0,0.0,0.0,0.0,215,8.27,10.0,10.76,19,136.0,315,3.89,316,0,1,0,0,1,1,0,0,0,4,10.715652173913044,10.0,79,102,79,2,2
 Kaolack,60,1,Première Session,Très-Bien,16.77,PASSE,1,2018,M,S1,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,1,ABien,ADM,1,2000,14.17,15.15,15.09,15.55,14,15,13,10,6,3.0,0.0,0.0,0.0,335,12.41,12.41,14.5,18,346.0,2,116.77,3,1,0,0,1,0,0,1,2,1,3,10.863333333333333,11.245,29,139,12,4,3
 Dakar,60,1,Première Session,Assez-Bien,12.08,PASSE,1,2018,M,S1,LYCEE DE MBAO,O,Académie de Pikine - Guédiawaye,MBAO,LYCEE DE MBAO,1,Pass,ADM,1,1997,12.93,12.01,10.86,11.48,11,11,8,7,8,7.0,0.0,0.0,0.0,270,10.0,10.0,11.0,21,265.0,65,112.08,31,1,0,0,1,0,0,1,2,1,1,10.693384615384616,10.722727272727273,42,75,54,9,0
 Matam,60,1,Deuxième Session,Assez-Bien,12.39,PASSE,1,2018,M,S1,LYCEE DE MATAM,O,Académie de Matam,MATAM,LYCEE DE MATAM,2,ABien,ADM,1,2010,13.39,12.61,13.1,12.27,12,13,16,10,14,17.0,0.0,0.0,0.0,358,13.26,13.26,12.5,21,290.7,30,12.39,101,1,0,0,1,0,0,1,2,0,1,11.285714285714286,11.82,41,74,53,8,6
 Dakar,37,1,Deuxième Session,NULL,7.78,NON ADMIS,1,2018,M,S1,ECOLE CATHOLIQUE COLLEGE SAINT PIERRE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,2000,14.81,13.1,13.5,11.79,11,9,8,8,14,12.0,0.0,0.0,0.0,276,10.22,10.22,10.0,18,263.0,69,7.78,217,1,0,0,1,0,0,1,0,0,4,11.080526315789474,10.754516129032258,7,11,104,0,0
 Kaolack,23,1,Deuxième Session,NULL,7.57,NON ADMIS,1,2018,M,S2,LYCEE DE KEUR MASSAR ,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,2,Pass,ADM,2,2008,11.06,10.01,10.9,12.21,15,8,5,7,11,4.0,0.0,0.0,0.0,212,8.15,11.62,12.88,22,173.85,243,7.57,225,0,1,0,1,0,1,1,0,0,4,10.693384615384616,10.744285714285713,32,70,103,9,3
 Thiès,27,1,Deuxième Session,NULL,7.71,NON ADMIS,1,2018,M,S3,LYCEE D' ENSEIGNEMENT TECHNIQUE ET DE FORMATION PROFESSIONELLE DE TH,O,Académie de Thiès,THIES,LYCEE D' ENSEIGNEMENT TECHNIQUE ET DE FORMATION PR,1,Pass,ADM,2,1998,13.63,13.56,11.6,11.28,10,8,6,11,4,0.0,9.0,10.0,13.0,323,8.97,13.47,15.0,20,238.0,124,7.71,221,0,0,1,1,0,2,1,0,0,4,10.926122448979593,11.295625,76,51,30,14,9
 Tambacounda,8,1,Deuxième Session,NULL,4.12,NON ADMIS,1,2018,M,S2,GROUPE  SCOLAIRE PRIVE LA REFERENCE TAMBACOUNDA,O,Académie de Tambacounda,TAMBACOUNDA,LYCEE MAME CHEIKH MBAYE,5,Pass,ADM,2,2012,0.0,0.0,0.0,0.0,13,11,8,6,9,2.0,0.0,0.0,0.0,213,8.19,11.42,12.65,25,155.54999999999998,277,4.12,314,0,1,0,1,0,1,1,0,0,4,11.0,11.202,73,24,89,13,8
 Kaolack,10,1,Deuxième Session,NULL,6.6,NON ADMIS,1,2018,F,S2,LYCEE MABA DIAKHOU BA,O,Académie de Kaolack,NIORO,LYCEE MABA DIAKHOU BA,2,Pass,ADM,1,2008,13.16,11.65,11.46,11.77,18,9,8,7,9,8.0,0.0,0.0,0.0,260,10.0,10.0,11.29,20,205.2,194,6.6,252,0,1,0,0,1,1,0,0,0,4,10.863333333333333,10.74,54,118,86,4,3
 Dakar,60,1,Première Session,Passable,11.4,PASSE,1,2018,M,S1,LYCEE EL HADJI IBRAHIMA DIOP DE YEUMBEUL,O,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Bien,ADM,1,1998,14.51,13.61,14.2,14.53,13,16,17,9,13,12.0,0.0,0.0,0.0,378,14.0,14.0,14.5,20,343.0,4,111.4,49,1,0,0,1,0,0,1,2,1,0,10.693384615384616,10.695217391304348,60,112,77,9,0
 Dakar,40,1,Deuxième Session,NULL,8.43,NON ADMIS,1,2018,F,S2,LYCEE DEMBA DIOP,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,2,Pass,ADM,2,1996,9.93,10.42,10.52,10.52,10,9,6,4,5,8.0,0.0,0.0,0.0,214,8.23,10.77,11.41,22,136.79999999999998,311,8.43,195,0,1,0,0,1,1,0,0,0,4,10.926122448979593,10.393333333333333,44,105,16,14,0
 Thiès,40,1,Deuxième Session,NULL,8.07,NON ADMIS,1,2018,M,S2,LYCEE LEOPOLD SEDAR SENGHOR,O,Académie de Thiès,JOAL,LYCEE LEOPOLD SEDAR SENGHOR,1,Pass,ADM,1,1999,14.04,11.73,10.98,11.15,13,9,10,8,9,9.0,0.0,0.0,0.0,260,10.0,10.0,10.18,19,181.0,230,8.07,209,0,1,0,1,0,1,1,0,0,4,10.926122448979593,10.46,24,117,85,14,9
 Matam,45,1,Deuxième Session,NULL,9.3,AUTORISE,1,2018,M,S2,LYCEE DE ODOBERE,O,Académie de Matam,ODOBERE,LYCEE DE ODOBERE,2,Pass,ADM,1,1998,12.02,11.76,11.07,10.5,14,11,12,13,4,6.0,0.0,0.0,0.0,262,10.08,10.08,10.12,21,182.39999999999998,228,9.3,164,0,1,0,1,0,1,1,1,0,4,11.285714285714286,11.08,55,86,63,8,6
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S1,LYCEE DE KEUR MASSAR ,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,1,Pass,ADM,2,1999,13.71,11.99,14.37,12.85,8,9,7,5,9,9.0,0.0,0.0,0.0,232,8.59,10.74,12.0,19,236.0,132,10.0,148,1,0,0,1,0,0,1,2,0,0,10.693384615384616,10.744285714285713,32,70,103,9,0
 Dakar,43,1,Deuxième Session,NULL,8.81,AUTORISE,1,2018,F,S2,LYCEE DE THIAROYE,O,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Pass,ADM,2,1999,13.09,11.56,10.96,10.85,11,8,5,5,4,10.0,0.0,0.0,0.0,219,8.42,10.19,11.59,19,157.0,274,8.81,186,0,1,0,0,1,1,0,1,0,4,10.693384615384616,10.695217391304348,60,100,77,9,0
 Louga,60,1,Deuxième Session,Passable,10.62,PASSE,1,2018,M,S1,LYCEE MACODOU KANGUE SALL,O,Académie de Louga,KEBEMER,LYCEE MACODOU KANGUE SALL,1,Pass,ADM,2,1998,11.57,12.01,11.14,10.08,8,14,10,4,4,4.0,0.0,0.0,0.0,242,8.96,10.81,13.5,20,256.0,81,10.62,128,1,0,0,1,0,0,1,2,0,0,10.847500000000002,10.84,30,120,87,7,5
 Dakar,60,1,Première Session,Passable,11.2,PASSE,1,2018,F,S1,"ECOLE PRIVEE ""ROSE DIENG KUNTZ""",O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE SEYDINA LIMAMOULAYE,1,ABien,ADM,1,1999,16.71,13.18,13.74,12.4,10,14,11,13,13,14.0,0.0,0.0,0.0,327,12.11,12.11,12.0,19,304.0,18,111.2,53,1,0,0,0,1,0,0,2,1,0,10.693384615384616,10.663333333333332,20,12,97,9,0
 Dakar,60,1,Deuxième Session,Passable,10.8,PASSE,1,2018,M,S1,LYCEE LAMINE GUEYE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,2,Pass,ADM,2,2003,12.75,10.58,12.34,10.45,8,11,9,11,13,8.0,0.0,0.0,0.0,263,9.74,11.52,12.5,19,235.6,133,10.8,122,1,0,0,1,0,0,1,2,0,0,11.080526315789474,10.754516129032258,7,116,104,0,0
 Diourbel,60,1,Première Session,Assez-Bien,13.2,PASSE,1,2018,M,S1,LYCEE LAMINE GUEYE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,2,2010,15.62,13.65,12.45,11.58,9,10,11,8,8,7.0,0.0,0.0,0.0,257,9.52,12.22,13.5,19,251.0,90,113.2,18,1,0,0,1,0,0,1,2,1,1,11.080526315789474,10.754516129032258,7,116,104,0,1
Sédhiou,27,1,Deuxième Session,NULL,6.35,NON ADMIS,1,2018,M,S2,LYCEE DE DIATTACOUNDA,O,Académie de Sédhiou,DIATTACOUNDA,LYCEE DE DIATTACOUNDA,4,Pass,ADM,1,2003,11.8,9.7,11.78,11.98,10,8,16,12,8,7.0,0.0,0.0,0.0,260,10.0,10.0,8.24,21,117.3,335,6.35,260,0,1,0,1,0,1,1,0,0,4,10.0,10.0,10,59,39,12,13
 Dakar,60,1,Première Session,Assez-Bien,12.0,PASSE,1,2018,M,S1,LYCEE MIXTE MAURICE DELAFOSSE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,2015,14.56,13.03,11.46,13.3,11,12,12,6,6,9.0,0.0,0.0,0.0,283,10.48,10.48,11.5,19,281.0,38,112.0,32,1,0,0,1,0,0,1,2,1,1,11.080526315789474,10.754516129032258,7,126,104,0,0
 Kaolack,13,1,Deuxième Session,NULL,4.62,NON ADMIS,1,2018,M,S2,LYCEE DE DIOFIOR,O,Académie de Fatick,DIOFIOR,LYCEE DE DIOFIOR,1,Pass,ADM,2,1998,11.5,11.52,9.38,10.71,5,10,11,8,10,6.0,0.0,0.0,0.0,213,8.19,10.0,9.06,20,105.0,344,4.62,302,0,1,0,1,0,1,1,0,0,4,10.715652173913044,10.0,11,60,40,2,3
 Fatick,18,1,Deuxième Session,NULL,6.63,NON ADMIS,1,2018,M,S2,COURS PRIVES MARIE CURIE,O,Académie de Ziguinchor,ZIGUINCHOR,LYCEE DJIGNABO,2,Pass,ADM,2,2010,12.3,11.0,11.41,12.62,12,9,9,3,9,7.0,0.0,0.0,0.0,226,8.69,11.69,12.71,19,163.4,260,6.63,249,0,1,0,1,0,1,1,0,0,4,11.659166666666666,11.339999999999998,82,7,82,15,2
 Thiès,60,1,Deuxième Session,Passable,10.94,PASSE,1,2018,M,S2,LYCEE DE SANDIARA,O,Académie de Thiès,SANDIARA,LYCEE DE SANDIARA,1,Pass,ADM,2,2010,11.32,10.96,11.14,11.26,14,10,4,6,9,7.0,0.0,0.0,0.0,233,8.96,11.73,14.35,19,196.0,206,10.94,118,0,1,0,1,0,1,1,2,0,0,10.926122448979593,10.666666666666666,69,94,71,14,9
 Ziguinchor,60,1,Première Session,Passable,11.94,PASSE,1,2018,M,S1,LYCEE AHOUNE SANE,O,Académie de Ziguinchor,BIGNONA,CEM ARFANG BESIRE SONKO,1,ABien,ADM,1,1999,13.59,13.48,9.97,10.43,17,11,13,13,8,8.0,0.0,0.0,0.0,348,12.89,12.89,14.0,19,349.0,1,111.94,34,1,0,0,1,0,0,1,2,1,0,11.659166666666666,11.636666666666665,3,34,1,15,10
 Kolda,60,1,Première Session,Assez-Bien,12.97,PASSE,1,2018,M,S1,LYCEE CHERIF SAMSIDINE AIDARA,O,Académie de Kolda,VELINGARA,CEM IV DE VELINGARA,1,Pass,ADM,1,1998,15.22,14.68,11.79,11.63,9,13,9,9,8,8.0,0.0,0.0,0.0,280,10.37,10.37,11.0,20,259.0,77,112.97,22,1,0,0,1,0,0,1,2,1,1,11.098181818181818,10.26,80,49,5,5,4
 Dakar,6,1,Deuxième Session,NULL,4.4,NON ADMIS,1,2018,M,S2,CANDIDAT INDIVIDUEL DE PIKINE (CAOSP),I,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE DE THIAROYE,3,Pass,ADM,2,2015,0.0,0.0,0.0,0.0,18,9,5,8,4,6.0,0.0,0.0,0.0,241,9.27,12.04,14.47,23,194.4,210,4.4,308,0,1,0,1,0,1,1,0,0,4,10.693384615384616,10.663333333333332,20,0,77,9,0
 Dakar,22,1,Deuxième Session,NULL,6.09,NON ADMIS,1,2018,F,S2,LYCEE DE SEBIKOTANE,O,Académie de Rufisque,SEBIKOTANE,LYCEE DE SEBIKOTANE,2,Pass,ADM,2,1998,12.29,9.6,9.85,10.1,10,9,12,6,8,4.0,0.0,0.0,0.0,208,8.0,10.54,11.41,20,136.79999999999998,311,6.09,264,0,1,0,0,1,1,0,0,0,4,10.668399999999998,10.6275,70,95,72,10,0
 Dakar,17,1,Deuxième Session,NULL,3.79,NON ADMIS,1,2018,M,S1,LYCEE GALANDOU DIOUF,O,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,1,ABien,ADM,1,1997,16.55,14.23,14.29,13.73,11,11,12,12,19,14.0,0.0,0.0,0.0,334,12.37,12.37,11.0,21,285.0,35,3.79,321,1,0,0,1,0,0,1,0,0,4,11.080526315789474,10.754516129032258,7,113,101,0,0
 Dakar,60,1,Première Session,Passable,10.75,PASSE,1,2018,M,S2,LYCEE DE MBAO,O,Académie de Pikine - Guédiawaye,MBAO,ECOLE ELEMENTAIRE LGI MBAO,1,ABien,ADM,1,1999,13.11,13.46,11.59,10.67,14,16,8,10,11,11.0,0.0,0.0,0.0,313,12.04,12.04,13.65,19,252.0,88,110.75,75,0,1,0,1,0,1,1,2,1,0,10.693384615384616,10.722727272727273,42,75,19,9,0
 Louga,60,1,Deuxième Session,Passable,10.4,PASSE,1,2018,M,S2,LYCEE DE NDANDE,O,Académie de Louga,NDANDE,LYCEE DE NDANDE,1,Pass,ADM,2,2007,13.08,12.6,11.96,11.44,18,8,6,7,12,4.0,0.0,0.0,0.0,238,9.15,13.88,15.88,19,220.0,165,10.4,133,0,1,0,1,0,1,1,2,0,0,10.847500000000002,13.88,47,80,57,7,5
 Dakar,13,1,Deuxième Session,NULL,5.49,NON ADMIS,1,2018,M,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,1,Pass,ADM,2,1997,9.65,10.47,8.75,8.72,10,10,10,3,6,9.0,0.0,0.0,0.0,226,8.69,10.38,11.76,21,150.0,290,5.49,274,0,1,0,1,0,1,1,0,0,4,11.080526315789474,10.754516129032258,7,41,84,0,0
 Saint-Louis,60,1,Première Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE DE TASSINERE,O,Académie de Saint - Louis,TASSINERE,LYCEE DE TASSINERE,2,Pass,ADM,1,2006,10.68,10.38,12.96,13.5,17,15,8,7,3,10.0,0.0,0.0,0.0,304,11.69,11.69,13.82,20,230.85,145,110.0,96,0,1,0,1,0,1,1,2,1,0,10.955625,10.986666666666666,74,98,75,11,7
 Dakar,45,1,Deuxième Session,NULL,8.34,AUTORISE,1,2018,M,S2,LYCEE SEYDINA LIMAMOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE BANQUE ISLAMIQUE,1,Pass,ADM,1,1998,9.95,12.45,10.36,11.88,18,12,5,11,4,6.0,0.0,0.0,0.0,273,10.5,10.5,11.65,20,234.0,139,8.34,201,0,1,0,1,0,1,1,1,0,4,10.693384615384616,10.663333333333332,20,135,28,9,0
 Kaolack,60,1,Première Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE MABA DIAKHOU BA,O,Académie de Kaolack,NIORO,LYCEE MABA DIAKHOU BA,1,Pass,ADM,1,2011,15.77,12.48,10.67,11.31,15,12,7,8,9,10.0,0.0,0.0,0.0,280,10.77,10.77,12.18,20,207.0,190,110.0,96,0,1,0,1,0,1,1,2,1,0,10.863333333333333,10.74,54,118,86,4,3
 Dakar,15,1,Deuxième Session,NULL,5.99,NON ADMIS,1,2018,F,S2,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE SEYDINA LIMAMOULAYE,2,Pass,ADM,2,1997,9.59,9.09,10.92,9.9,15,7,7,6,6,10.0,0.0,0.0,0.0,238,9.15,10.42,11.47,22,168.15,249,5.99,265,0,1,0,0,1,1,0,0,0,4,10.693384615384616,10.663333333333332,20,134,97,9,0
 Fatick,10,1,Deuxième Session,NULL,4.62,NON ADMIS,1,2018,F,S2,ECOLE PRIVEE LE NDJAFADJI ,O,Académie de Fatick,NIAKHAR,LYCEE DE NIAKHAR,4,Pass,ADM,2,1993,11.72,10.22,10.56,10.74,11,9,7,6,10,7.0,0.0,0.0,0.0,224,8.62,10.81,11.71,25,130.04999999999998,323,4.62,302,0,1,0,0,1,1,0,0,0,4,10.715652173913044,10.876666666666667,53,18,62,2,2
 Dakar,45,1,Deuxième Session,NULL,9.43,AUTORISE,1,2018,F,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,1,Pass,ADM,1,1999,14.29,14.48,13.25,13.07,19,10,13,7,5,7.0,0.0,0.0,0.0,284,10.92,10.92,11.59,19,241.0,113,9.43,157,0,1,0,0,1,1,0,1,0,4,11.080526315789474,10.754516129032258,7,41,84,0,0
 Kaolack,60,1,Deuxième Session,Passable,10.47,PASSE,1,2018,M,S1,LYCEE SERIGNE KHASSIM MBACKE GUINGUINEO,O,Académie de Kaolack,GUINGUINEO,LYCEE SERIGNE KHASSIM MBACKE GUINGUINEO,1,Pass,ADM,1,1999,14.3,11.83,12.57,11.64,7,13,10,8,10,9.0,0.0,0.0,0.0,273,10.11,10.11,10.0,20,241.0,113,10.47,131,1,0,0,1,0,0,1,2,0,0,10.863333333333333,10.3875,22,132,96,4,3
 Kaolack,45,1,Deuxième Session,NULL,8.85,AUTORISE,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,2,ABien,ADM,1,1996,12.97,11.13,12.05,12.66,15,16,13,10,14,5.0,0.0,0.0,0.0,314,12.08,12.08,11.82,22,238.45,123,8.85,182,0,1,0,1,0,1,1,1,0,4,10.863333333333333,11.245,29,139,12,4,3
 Tambacounda,60,1,Deuxième Session,Passable,10.97,PASSE,1,2018,M,S2,LYCEE MAME CHEIKH MBAYE,O,Académie de Tambacounda,TAMBACOUNDA,LYCEE MAME CHEIKH MBAYE,1,Pass,ADM,2,2011,13.57,13.02,11.41,11.57,15,7,10,7,13,4.0,0.0,0.0,0.0,230,8.85,11.46,11.82,19,187.0,216,10.97,116,0,1,0,1,0,1,1,2,0,0,11.0,11.202,73,123,89,13,8
 Dakar,60,1,Première Session,Passable,10.44,PASSE,1,2018,F,S1,LYCEE MODERNE DE RUFISQUE,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,Pass,ADM,1,2010,15.25,12.67,11.52,13.17,10,10,9,7,9,12.0,0.0,0.0,0.0,271,10.04,10.04,10.0,19,260.0,75,110.44,83,1,0,0,0,1,0,0,2,1,0,10.668399999999998,10.72,66,128,92,10,0
Kaffrine,30,1,Deuxième Session,NULL,7.43,NON ADMIS,1,2018,M,S3,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,O,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,1,Pass,ADM,1,1998,13.71,12.28,12.33,11.58,10,9,8,12,7,0.0,9.0,16.0,14.0,360,10.0,10.0,9.33,20,244.0,107,7.43,231,0,0,1,1,0,2,1,0,0,4,11.080526315789474,10.754516129032258,7,137,101,0,12
 Dakar,45,1,Deuxième Session,NULL,9.24,AUTORISE,1,2018,M,S2,LYCEE DE YOFF,O,Académie de Dakar,PARCELLES ASSAINIES,CEM UNITE 19,2,ABien,ADM,1,1997,10.72,11.08,13.18,14.19,17,16,10,9,6,7.0,0.0,0.0,0.0,312,12.0,12.0,13.12,21,255.54999999999998,83,9.24,167,0,1,0,1,0,1,1,1,0,4,11.080526315789474,12.524285714285714,57,104,11,0,0
 Kaolack,32,1,Deuxième Session,NULL,6.32,NON ADMIS,1,2018,M,S2,NOUVEAU LYCEE DE KAOLACK,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,2,Pass,ADM,1,2008,12.52,12.02,11.05,11.51,13,13,8,12,11,10.0,0.0,0.0,0.0,287,11.04,11.04,11.94,19,194.75,209,6.32,261,0,1,0,1,0,1,1,0,0,4,10.863333333333333,11.245,29,144,13,4,3
 Thiès,60,1,Première Session,Passable,11.68,PASSE,1,2018,M,S1,LYCEE DEMBA DIOP,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,1,Pass,ADM,1,2018,15.82,13.96,12.52,12.38,8,12,16,11,10,6.0,0.0,0.0,0.0,292,10.81,10.81,10.0,20,244.0,107,111.68,42,1,0,0,1,0,0,1,2,1,0,10.926122448979593,10.393333333333333,44,105,16,14,9
 Louga,40,1,Deuxième Session,NULL,9.25,NON ADMIS,1,2017,M,S1,NOUVEAU LYCEE DE LOUGA,O,Académie de Louga,LOUGA,LYCEE MALICK SALL,1,Pass,ADM,2,2010,14.9,12.82,10.03,10.64,11,10,6,4,6,9.0,0.0,0.0,0.0,240,8.89,10.81,13.0,20,259.0,77,9.25,166,1,0,0,1,0,0,1,0,0,4,10.847500000000002,10.815,39,145,88,7,5
 Kaolack,32,1,Deuxième Session,NULL,8.41,NON ADMIS,1,2018,M,S2,LYCEE DE LATMINGUE,O,Académie de Kaolack,KOUTAL,LYCEE DE KOUTAL,1,Pass,ADM,2,2010,12.22,11.86,9.24,9.07,10,8,8,8,14,6.0,0.0,0.0,0.0,220,8.46,10.19,10.29,19,148.0,293,8.41,196,0,1,0,1,0,1,1,0,0,4,10.863333333333333,11.666666666666666,37,72,51,4,3
