REGION_DE_NAISSANCE,CREDIT,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Type candidature,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Résultat,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,COME,AFTA,EPAT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1,S1,S2,S3,Homme,Femme,Série_Encode,Sexe_Encode,RESULTAT_Encode,SESSION_Encode,MENTION_Encode,Academie perf.,Residence perf.,Résidence_Encode,Ets. de provenance_Encode,Centre d'Ec._Encode,Académie de l'Ets. Prov._Encode,REGION_DE_NAISSANCE_Encode
 Thiès,60,1,Première Session,Passable,10.63,PASSE,1,2018,M,S2,LYCEE DE FISSEL,O,Académie de Thiès,FISSEL,LYCEE DE FISSEL,1,Pass,ADM,1,1998,11.08,9.49,9.39,10.21,11,6,9,11,11,13,0.0,0.0,0.0,263,10.12,10.12,9.94,20,152.0,474,110.63,93,0,1,0,1,0,1,1,2,1,0,10.606013513513513,10.754,26,130,53,14,9
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE EL HADJI IBRAHIMA DIOP DE YEUMBEUL,O,Académie de Pikine - Guédiawaye,PIKINE,CEM THIAROYE 44,1,Pass,ADM,2,1997,9.52,10.25,9.82,9.39,7,11,8,7,10,13,0.0,0.0,0.0,254,9.77,10.92,11.94,21,161.0,319,10.0,367,0,1,0,1,0,1,1,2,0,0,10.725974025974025,10.896896551724138,86,213,13,9,0
0,60,1,Deuxième Session,Passable,11.36,PASSE,1,2018,M,S2,GROUPE SCOLAIRE YALLA SUUR EN,O,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,1,Pass,ADM,1,1999,11.3,12.22,13.76,12.75,8,12,10,6,8,12,0.0,0.0,0.0,260,10.0,10.0,10.82,19,174.0,120,11.36,184,0,1,0,1,0,1,1,2,0,0,10.54820754716981,10.512179487179488,11,84,123,0,11
 Dakar,60,1,Première Session,Passable,11.35,PASSE,1,2018,F,S1,LYCEE LAMINE GUEYE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,ADM,1,1999,11.01,11.85,12.28,12.76,11,13,14,8,10,9,0.0,0.0,0.0,312,11.56,11.56,12.0,19,173.0,132,111.35,38,1,0,0,0,1,0,0,2,1,0,10.54820754716981,10.512179487179488,11,224,147,0,0
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,F,S2,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE BANQUE ISLAMIQUE,1,Pass,ADM,1,2001,13.48,11.71,10.87,8.78,8,9,12,12,3,13,0.0,0.0,0.0,260,10.0,10.0,10.12,18,165.0,258,10.0,367,0,1,0,0,1,1,0,2,0,0,10.725974025974025,10.639425287356321,32,247,29,9,0
 Diourbel,60,1,Première Session,Passable,10.9,PASSE,1,2018,M,S2,LYCEE CHEIKH MOUHAMADOU MOUSTAPHA MBACKE,O,Académie de Diourbel,DIOURBEL,LYCEE D'ENSEIGNEMENT GENERAL DE DIOURBEL,1,Pass,ADM,1,1999,12.56,11.9,13.41,13.41,8,10,12,7,13,17,0.0,0.0,0.0,293,11.27,11.27,11.88,19,194.0,29,110.9,61,0,1,0,1,0,1,1,2,1,0,10.351333333333335,10.38225806451613,20,103,32,1,1
 Fatick,12,1,Deuxième Session,NULL,6.39,NON ADMIS,1,2018,M,S2,LYCEE MIXTE MAURICE DELAFOSSE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,3,Pass,ADM,2,2006,9.02,11.27,12.38,10.7,13,9,7,8,5,4,0.0,0.0,0.0,208,8.0,10.08,11.59,23,108.9,775,6.39,653,0,1,0,1,0,1,1,0,0,4,10.54820754716981,10.512179487179488,11,237,147,0,2
 Kaolack,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,LYCEE BANQUE ISLAMIQUE,4,Pass,ADM,2,2007,11.64,9.7,9.96,10.59,12,10,8,6,4,9,0.0,0.0,0.0,244,9.38,10.42,11.29,23,129.2,706,10.0,367,0,1,0,1,0,1,1,2,0,0,10.725974025974025,10.639425287356321,32,247,29,9,3
 Louga,60,1,Deuxième Session,Passable,10.06,PASSE,1,2018,F,S2,LYCEE DE GUEOUL,O,Académie de Louga,GUEOUL,LYCEE DE GUEOUL,2,Pass,ADM,1,2004,11.46,10.97,9.26,9.05,10,6,9,8,12,14,0.0,0.0,0.0,260,10.0,10.0,10.0,21,146.29999999999998,563,10.06,353,0,1,0,0,1,1,0,2,0,0,10.643953488372093,10.52,33,134,56,7,5
 Thiès,60,1,Deuxième Session,Passable,10.7,PASSE,1,2018,M,S2,LYCEE DE FISSEL,O,Académie de Thiès,FISSEL,LYCEE DE FISSEL,1,Pass,ADM,1,1998,12.39,10.43,10.25,9.61,7,7,10,6,10,16,0.0,0.0,0.0,260,10.0,10.0,10.18,20,159.0,346,10.7,237,0,1,0,1,0,1,1,2,0,0,10.606013513513513,10.754,26,130,53,14,9
 Kaolack,6,1,Deuxième Session,NULL,2.7,NON ADMIS,1,2018,F,S2,LYCEE DE KEUR MADIABEL,O,Académie de Kaolack,KEUR MADIABEL,LYCEE DE KEUR MADIABEL,1,Pass,ADM,1,2011,15.19,13.53,12.34,12.62,10,11,12,7,10,8,0.0,0.0,0.0,260,10.0,10.0,9.65,19,153.0,458,2.7,740,0,1,0,0,1,1,0,0,0,4,10.433076923076923,10.0,44,139,60,4,3
 Dakar,9,1,Deuxième Session,NULL,2.56,NON ADMIS,1,2018,F,S2,LYCEE DE YOFF,O,Académie de Dakar,PARCELLES ASSAINIES,ECOLE CATHOLIQUE CARDINAL HYACINTHE THIANDOUM,2,Pass,ADM,1,2017,10.25,10.06,12.09,10.66,9,10,7,6,13,13,0.0,0.0,0.0,260,10.0,10.0,10.76,20,155.79999999999998,414,2.56,743,0,1,0,0,1,1,0,0,0,4,10.54820754716981,10.64857142857143,82,205,20,0,0
 Kaolack,60,1,Deuxième Session,Passable,10.88,PASSE,1,2018,F,S2,LYCEE DE KEUR MASSAR ,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,1,Pass,ADM,2,2008,13.88,12.19,11.22,11.15,10,10,7,7,10,5,0.0,0.0,0.0,210,8.08,10.62,11.76,20,120.0,748,10.88,217,0,1,0,0,1,1,0,2,0,0,10.725974025974025,10.592222222222222,45,140,146,9,3
 Dakar,60,1,Deuxième Session,Passable,10.3,PASSE,1,2018,F,S2,LYCEE SEYDINA LIMAMOULAYE,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM NDIARKA DIAGNE,3,Pass,ADM,1,1996,0.0,0.0,0.0,0.0,11,11,8,10,5,13,0.0,0.0,0.0,268,10.31,10.31,11.71,22,159.3,345,10.3,297,0,1,0,0,1,1,0,2,0,0,10.725974025974025,10.639425287356321,32,248,11,9,0
 Dakar,9,1,Deuxième Session,NULL,4.5,NON ADMIS,1,2018,M,S2,GROUPE SCOLAIRE MACHALA,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,3,Pass,ADM,2,1999,9.01,9.47,9.67,10.66,5,10,9,8,13,13,0.0,0.0,0.0,257,9.88,10.73,9.59,19,142.20000000000002,616,4.5,702,0,1,0,1,0,1,1,0,0,4,10.54820754716981,10.512179487179488,11,80,147,0,0
 Kaolack,60,1,Première Session,Bien,14.64,PASSE,1,2018,M,S2,LYCEE MIXTE NGANE SAER ,O,Académie de Kaolack,NGANE SAER,LYCEE MIXTE NGANE SAER ,1,ABien,ADM,1,2000,13.8,12.22,12.52,13.1,13,13,13,11,12,10,0.0,0.0,0.0,312,12.0,12.0,11.94,18,207.0,14,114.64,1,0,1,0,1,0,1,1,2,1,2,10.433076923076923,11.0275,71,238,133,4,3
 Dakar,60,1,Première Session,Passable,10.24,PASSE,1,2018,M,S2,LYCEE DE OUAKAM,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,3,ABien,ADM,1,1994,12.97,9.95,8.95,10.58,13,12,11,7,8,15,0.0,0.0,0.0,320,12.31,12.31,13.35,24,199.8,20,110.24,139,0,1,0,1,0,1,1,2,1,0,10.54820754716981,10.512179487179488,11,168,147,0,0
 Thiès,14,1,Deuxième Session,NULL,3.67,NON ADMIS,1,2018,F,S2,LYCEE ABABACAR SY,O,Académie de Thiès,TIVAOUANE,LYCEE ABABACAR SY,2,Pass,ADM,2,1997,12.0,10.24,10.91,11.77,8,11,6,4,12,6,0.0,0.0,0.0,208,8.0,10.54,11.18,21,116.85,763,3.67,724,0,1,0,0,1,1,0,0,0,4,10.606013513513513,10.896666666666667,117,87,25,14,9
 Dakar,45,1,Deuxième Session,NULL,9.02,AUTORISE,1,2018,F,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,2,Pass,ADM,2,1998,10.14,10.24,11.22,9.81,8,10,10,5,7,7,0.0,0.0,0.0,225,8.65,10.04,9.76,20,117.8,758,9.02,498,0,1,0,0,1,1,0,1,0,4,10.54820754716981,10.512179487179488,11,96,145,0,0
 Dakar,28,1,Deuxième Session,NULL,7.82,NON ADMIS,1,2018,F,S2,LYCEE MIXTE MAURICE DELAFOSSE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,2,Pass,ADM,2,1999,11.13,10.55,12.38,11.1,4,8,7,12,8,16,0.0,0.0,0.0,243,9.35,11.5,12.94,19,153.9,450,7.82,599,0,1,0,0,1,1,0,0,0,4,10.54820754716981,10.512179487179488,11,237,147,0,0
 Louga,60,1,Deuxième Session,Passable,11.41,PASSE,1,2018,M,S2,LYCEE DE DAHRA,O,Académie de Louga,DAHRA,LYCEE DE DAHRA,2,Pass,ADM,1,2004,11.39,10.76,12.96,12.13,13,11,15,12,7,9,0.0,0.0,0.0,296,11.38,11.38,10.88,20,152.95,467,11.41,183,0,1,0,1,0,1,1,2,0,0,10.643953488372093,10.976,10,119,42,7,5
 Dakar,0,1,Deuxième Session,NULL,0.66,NON ADMIS,1,2018,F,S2,ECOLE PRIVEE PAPA DJIBRIL DIOUF,O,Académie de Rufisque,SEBIKOTANE,LYCEE DE SEBIKOTANE,3,Pass,ADM,2,2006,9.88,10.55,8.38,9.86,6,12,8,6,9,12,0.0,0.0,0.0,245,9.42,10.35,11.12,23,140.4,639,0.66,771,0,1,0,0,1,1,0,0,0,4,10.467735849056604,10.309999999999999,101,67,101,10,0
 Diourbel,34,1,Deuxième Session,NULL,8.62,NON ADMIS,1,2018,M,S2,LYCEE DE NDANGALMA,O,Académie de Diourbel,NDANGALMA,LYCEE DE NDANGALMA,2,Pass,ADM,2,2011,11.32,10.38,10.8,10.3,5,13,5,3,12,12,0.0,0.0,0.0,241,9.27,10.69,10.88,20,149.15,518,8.62,545,0,1,0,1,0,1,1,0,0,4,10.351333333333335,10.344999999999999,66,155,73,1,1
 Dakar,60,1,Deuxième Session,Passable,11.05,PASSE,1,2018,M,S2,LYCEE DES PARCELLES ASSAINIES U13,O,Académie de Dakar,PARCELLES ASSAINIES,CEM UNITE 19,1,Pass,ADM,1,2014,12.85,12.09,11.77,10.64,13,12,10,11,8,7,0.0,0.0,0.0,265,10.19,10.19,10.53,19,164.0,270,11.05,201,0,1,0,1,0,1,1,2,0,0,10.54820754716981,10.64857142857143,82,207,14,0,0
 Louga,60,1,Première Session,Passable,10.13,PASSE,1,2018,F,S2,LYCEE SEYDINA ISSA ROHOU LAHI,O,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM JOSEPH CORREA A,1,Pass,ADM,1,2009,14.6,14.0,12.24,12.8,8,12,9,12,13,11,0.0,0.0,0.0,285,10.96,10.96,10.47,20,158.0,367,110.13,150,0,1,0,0,1,1,0,2,1,0,10.725974025974025,10.639425287356321,32,247,7,9,5
Kédougou,50,1,Deuxième Session,NULL,9.31,AUTORISE,1,2018,M,S2,LYCEE BOUNA KANE DE KOLDA,O,Académie de Kolda,KOLDA,LYCEE ALPHA MOLO BALDE,2,Pass,ADM,2,1998,12.67,9.22,9.77,9.11,5,14,6,9,3,6,0.0,0.0,0.0,212,8.15,11.31,12.12,20,119.69999999999999,750,9.31,469,0,1,0,1,0,1,1,1,0,4,10.466363636363637,10.57375,48,97,27,5,13
 Dakar,60,1,Deuxième Session,Passable,10.04,PASSE,1,2018,M,S2,GROUPE SCOLAIRE EDUCAZUR,O,Académie de Pikine - Guédiawaye,MBAO,ECOLE ELEMENTAIRE LGI MBAO,2,Pass,ADM,1,1998,11.72,11.2,11.63,11.88,16,12,5,5,8,10,0.0,0.0,0.0,279,10.73,10.73,12.47,20,174.79999999999998,118,10.04,360,0,1,0,1,0,1,1,2,0,0,10.725974025974025,10.975,60,76,22,9,0
 Thiès,60,1,Première Session,Passable,11.3,PASSE,1,2018,F,S2,LYCEE ABABACAR SY,O,Académie de Thiès,TIVAOUANE,LYCEE ABABACAR SY,1,Pass,ADM,2,1998,10.98,9.84,10.01,9.04,8,10,6,7,7,13,0.0,0.0,0.0,249,9.58,10.73,11.71,20,160.0,330,111.3,40,0,1,0,0,1,1,0,2,1,0,10.606013513513513,10.896666666666667,117,87,25,14,9
 Kaolack,60,1,Deuxième Session,Passable,10.57,PASSE,1,2018,M,S2,LYCEE DE WACK NGOUNA,O,Académie de Kaolack,WACK NGOUNA,LYCEE DE WACK NGOUNA,2,Pass,ADM,2,2008,12.13,10.09,12.28,12.48,10,11,5,6,5,8,0.0,0.0,0.0,229,8.81,10.88,11.41,22,135.85,675,10.57,253,0,1,0,1,0,1,1,2,0,0,10.433076923076923,10.440000000000001,121,203,115,4,3
 Diourbel,60,1,Deuxième Session,Passable,10.41,PASSE,1,2018,M,S2,LYCEE CHEIKH MOUHAMADOU MOUSTAPHA MBACKE,O,Académie de Diourbel,DIOURBEL,LYCEE TECHNIQUE AMADOU BAMBA,1,Pass,ADM,1,1997,10.01,12.47,12.1,11.66,13,14,12,6,2,9,0.0,0.0,0.0,265,10.19,10.19,11.94,21,176.0,105,10.41,273,0,1,0,1,0,1,1,2,0,0,10.351333333333335,10.38225806451613,20,103,142,1,1
 Matam,36,1,Deuxième Session,NULL,8.41,NON ADMIS,1,2018,F,S2,LYCEE DE THILOGNE,O,Académie de Matam,THILOGNE,LYCEE DE THILOGNE,4,Pass,ADM,1,2004,11.25,9.45,11.45,11.14,10,13,10,6,8,10,0.0,0.0,0.0,268,10.31,10.31,11.06,22,140.25,643,8.41,560,0,1,0,0,1,1,0,0,0,4,10.756875,10.2775,115,198,110,8,6
 Fatick,60,1,Deuxième Session,Passable,10.72,PASSE,1,2018,M,S2,LYCEE DEMBA DIOP,O,Académie de Thiès,MBOUR,COMPLEXE SCOLAIRE INTERN-KEUR MADIOR,2,Pass,ADM,1,2008,11.68,11.31,12.16,12.29,13,12,11,8,7,6,0.0,0.0,0.0,260,10.0,10.0,10.18,21,140.6,632,10.72,233,0,1,0,1,0,1,1,2,0,0,10.606013513513513,10.566285714285714,63,206,19,14,2
 Thiès,19,1,Deuxième Session,NULL,6.66,NON ADMIS,1,2018,F,S2,COLLEGE SAINT GABRIEL,O,Académie de Thiès,THIES,LYCEE D' ENSEIGNEMENT TECHNIQUE ET DE FORMATION PR,1,Pass,ADM,1,1999,12.64,12.19,10.12,10.01,9,10,11,11,7,13,0.0,0.0,0.0,278,10.69,10.69,10.76,19,174.0,120,6.66,640,0,1,0,0,1,1,0,0,0,4,10.606013513513513,10.645483870967741,114,17,31,14,9
 Fatick,40,1,Deuxième Session,NULL,8.7,NON ADMIS,1,2018,M,S2,LYCEE DE NIODIOR,O,Académie de Fatick,NIODIOR,LYCEE DE NIODIOR,2,Pass,ADM,1,1997,11.12,10.96,11.94,12.61,12,12,12,6,12,13,0.0,0.0,0.0,309,11.88,11.88,12.35,21,176.7,102,8.7,538,0,1,0,1,0,1,1,0,0,4,10.480731707317073,10.940000000000001,77,166,83,2,2
 Kaolack,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,F,S2,ECOLE CATHOLIQUE COLLEGE SAINT PIERRE,O,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,2,Pass,ADM,1,1998,10.17,11.17,12.69,12.31,8,12,8,7,5,15,0.0,0.0,0.0,275,10.58,10.58,11.88,20,172.9,146,10.0,367,0,1,0,0,1,1,0,2,0,0,10.54820754716981,10.512179487179488,11,35,147,0,3
 Thiès,36,1,Deuxième Session,NULL,8.84,NON ADMIS,1,2018,M,S2,ECOLE PRIVEE DAVID DIOP MENDES,O,Académie de Pikine - Guédiawaye,MBAO,ECOLE ELEMENTAIRE LGI MBAO,4,Pass,ADM,2,2007,11.31,9.96,10.13,9.55,11,8,8,8,8,5,0.0,0.0,0.0,208,8.0,11.92,12.76,23,96.89999999999999,783,8.84,520,0,1,0,1,0,1,1,0,0,4,10.725974025974025,10.975,60,47,22,9,9
 Tambacounda,60,1,Deuxième Session,Passable,10.55,PASSE,1,2018,M,S2,LYCEE DE KIDIRA,O,Académie de Tambacounda,KIDIRA,LYCEE DE KIDIRA,2,Pass,ADM,2,2009,10.75,11.01,12.16,11.26,7,10,7,9,9,7,0.0,0.0,0.0,219,8.42,10.12,9.41,20,114.0,767,10.55,257,0,1,0,1,0,1,1,2,0,0,10.65846153846154,10.476666666666667,47,141,61,13,8
 Dakar,0,1,Deuxième Session,NULL,0.49,NON ADMIS,1,2018,F,S2,LYCEE AHMADOU NDACK SECK THIES,O,Académie de Thiès,THIES,CEM MAMADOU DIAW THIES,2,Pass,ADM,1,1998,12.34,10.09,11.77,10.92,4,10,13,9,14,14,0.0,0.0,0.0,264,10.15,10.15,9.65,20,142.5,611,0.49,778,0,1,0,0,1,1,0,0,0,4,10.606013513513513,10.645483870967741,114,89,9,14,0
 Matam,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,F,S2,LYCEE DE THILOGNE,O,Académie de Matam,THILOGNE,LYCEE DE THILOGNE,1,Pass,ADM,1,1998,12.0,10.91,11.34,11.33,10,14,10,6,6,10,0.0,0.0,0.0,260,10.0,10.0,11.41,20,170.0,180,10.0,367,0,1,0,0,1,1,0,2,0,0,10.756875,10.2775,115,198,110,8,6
 Dakar,30,1,Deuxième Session,NULL,5.83,NON ADMIS,1,2018,F,S2,LYCEE BLAISE DIAGNE,O,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,2,Pass,ADM,1,2006,9.69,11.28,10.98,10.51,11,9,12,11,12,11,0.0,0.0,0.0,277,10.65,10.65,10.29,20,147.25,546,5.83,669,0,1,0,0,1,1,0,0,0,4,10.54820754716981,10.512179487179488,11,96,123,0,0
 Dakar,60,1,Deuxième Session,Passable,10.23,PASSE,1,2018,F,S2,ECOLE PRIVEE NATANGUE,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,3,Pass,ADM,2,1998,11.72,10.23,12.78,12.72,5,12,8,6,12,5,0.0,0.0,0.0,209,8.04,10.04,9.06,21,99.0,781,10.23,310,0,1,0,0,1,1,0,2,0,0,10.725974025974025,10.592222222222222,45,66,146,9,0
 Saint-Louis,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE DE MBAO,O,Académie de Pikine - Guédiawaye,MBAO,LYCEE DE MBAO,1,Pass,ADM,1,2008,11.92,12.15,10.3,10.16,12,8,10,7,6,12,0.0,0.0,0.0,260,10.0,10.0,10.59,20,160.0,330,10.0,367,0,1,0,1,0,1,1,2,0,0,10.725974025974025,10.975,60,150,69,9,7
 Dakar,40,1,Deuxième Session,NULL,8.85,NON ADMIS,1,2018,M,S2,LYCEE DE SALDE,O,Académie de Saint - Louis,PETE,LYCEE DE PETE,2,Pass,ADM,1,1997,12.02,10.83,12.54,11.49,12,11,12,6,6,12,0.0,0.0,0.0,276,10.62,10.62,11.65,21,166.25,237,8.85,518,0,1,0,1,0,1,1,0,0,4,10.538157894736841,10.62,85,182,89,11,0
 Fatick,45,1,Deuxième Session,NULL,8.8,AUTORISE,1,2018,F,S2,LYCEE DE THIADIAYE,O,Académie de Thiès,THIADIAYE,CEM I DE THIADIAYE,2,Pass,ADM,2,2009,12.29,10.63,11.43,11.96,6,10,10,8,8,9,0.0,0.0,0.0,226,8.69,11.69,12.35,21,121.6,741,8.8,527,0,1,0,0,1,1,0,1,0,4,10.606013513513513,11.32,111,194,5,14,2
 Louga,60,1,Première Session,Passable,10.33,PASSE,1,2018,F,S2,NOUVEAU LYCEE DE DAHRA ,O,Académie de Louga,DAHRA,LYCEE DE DAHRA,3,Pass,ADM,1,2008,10.93,10.23,12.62,13.24,12,12,8,8,10,9,0.0,0.0,0.0,272,10.46,10.46,10.94,21,145.8,570,110.33,123,0,1,0,0,1,1,0,2,1,0,10.643953488372093,10.976,10,254,42,7,5
 Thiès,60,1,Deuxième Session,Passable,11.36,PASSE,1,2018,F,S2,COLLEGE SAINT GABRIEL,O,Académie de Thiès,THIES,COLLEGE SAINT GABRIEL,2,Pass,ADM,1,2002,11.26,9.93,12.15,12.33,7,14,4,10,11,11,0.0,0.0,0.0,271,10.42,10.42,10.88,20,155.79999999999998,414,11.36,184,0,1,0,0,1,1,0,2,0,0,10.606013513513513,10.645483870967741,114,17,18,14,9
Kaffrine,19,1,Deuxième Session,NULL,7.47,NON ADMIS,1,2018,F,S2,LYCEE DE BIRKILANE,O,Académie de Kaffrine,BIRKILANE,LYCEE DE BIRKILANE,1,Pass,ADM,1,1999,11.37,12.33,10.87,11.09,9,11,9,12,5,11,0.0,0.0,0.0,260,10.0,10.0,10.41,19,167.0,220,7.47,610,0,1,0,0,1,1,0,0,0,4,10.516153846153847,10.678,6,116,39,3,12
 Dakar,0,1,Deuxième Session,NULL,0.79,NON ADMIS,1,2018,F,S2,COURS PRIVE AINOUMADY EXCELLENCE,O,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,1,Pass,ADM,1,1999,9.79,12.2,9.42,11.53,8,9,7,7,12,15,0.0,0.0,0.0,261,10.04,10.04,10.82,19,177.0,93,0.79,759,0,1,0,0,1,1,0,0,0,4,10.725974025974025,10.592222222222222,45,21,146,9,0
 Louga,60,1,Première Session,Passable,10.8,PASSE,1,2018,F,S2,"ECOLE PRIVEE ""LES INTELLOS""",O,Académie de Louga,LOUGA,LYCEE MALICK SALL,2,Pass,ADM,1,1998,11.64,12.95,12.22,13.84,11,11,12,11,7,7,0.0,0.0,0.0,275,10.58,10.58,9.59,20,133.95,689,110.8,70,0,1,0,0,1,1,0,2,1,0,10.643953488372093,10.577333333333334,55,43,130,7,5
 Thiès,60,1,Deuxième Session,Passable,10.25,PASSE,1,2018,F,S2,LYCEE DE FISSEL,O,Académie de Thiès,FISSEL,LYCEE DE FISSEL,2,Pass,ADM,1,1997,10.4,9.39,10.56,10.58,12,9,12,4,7,14,0.0,0.0,0.0,277,10.65,10.65,11.65,21,168.15,205,10.25,305,0,1,0,0,1,1,0,2,0,0,10.606013513513513,10.754,26,130,53,14,9
 Kaolack,30,1,Deuxième Session,NULL,5.81,NON ADMIS,1,2018,F,S2,LYCEE SAMBA DIONE DE GANDIAYE,O,Académie de Kaolack,GANDIAYE,LYCEE SAMBA DIONE DE GANDIAYE,2,Pass,ADM,2,2009,10.95,9.64,11.69,10.98,11,9,6,10,10,6,0.0,0.0,0.0,218,8.38,10.81,11.35,19,128.25,711,5.81,671,0,1,0,0,1,1,0,0,0,4,10.433076923076923,10.81,29,241,136,4,3
 Ziguinchor,60,1,Deuxième Session,Passable,10.12,PASSE,1,2018,F,S2,LYCEE AHOUNE SANE,O,Académie de Ziguinchor,BIGNONA,CEM ARFANG BESIRE SONKO,3,Pass,ADM,1,2009,9.75,10.08,10.72,11.13,7,10,11,5,7,14,0.0,0.0,0.0,260,10.0,10.0,10.53,20,145.8,570,10.12,340,0,1,0,0,1,1,0,2,0,0,10.608695652173912,10.0,5,90,1,15,10
 Kaolack,60,1,Première Session,Passable,11.59,PASSE,1,2018,F,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,1,Pass,ADM,1,1998,14.52,10.71,11.56,13.76,9,13,13,13,12,8,0.0,0.0,0.0,278,10.69,10.69,10.06,20,149.0,528,111.59,22,0,1,0,0,1,1,0,2,1,0,10.433076923076923,10.3396,41,252,16,4,3
 Kaolack,60,1,Deuxième Session,Passable,10.65,PASSE,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,O,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,1,Pass,ADM,1,1999,13.55,14.63,11.4,12.42,6,12,12,11,10,11,0.0,0.0,0.0,260,10.0,10.0,9.88,19,160.0,330,10.65,246,0,1,0,1,0,1,1,2,0,0,10.433076923076923,10.3396,41,252,15,4,3
 Dakar,60,1,Deuxième Session,Passable,10.16,PASSE,1,2018,M,S2,LYCEE MALICK SALL,O,Académie de Louga,LOUGA,LYCEE MALICK SALL,3,Pass,ADM,2,2010,10.01,9.86,11.08,12.88,10,10,12,5,5,8,0.0,0.0,0.0,236,9.08,11.15,12.47,23,124.2,732,10.16,329,0,1,0,1,0,1,1,2,0,0,10.643953488372093,10.577333333333334,55,232,130,7,0
 Thiès,39,1,Deuxième Session,NULL,7.92,NON ADMIS,1,2018,F,S2,LYCEE DE SANDIARA,O,Académie de Thiès,SANDIARA,LYCEE DE SANDIARA,1,Pass,ADM,2,2003,11.34,9.67,8.02,9.59,8,6,7,10,10,16,0.0,0.0,0.0,250,9.62,10.54,11.53,20,158.0,367,7.92,596,0,1,0,0,1,1,0,0,0,4,10.606013513513513,10.545,98,185,98,14,9
 Dakar,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE ABDOULAYE SADJI,O,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,2,Pass,ADM,2,2011,10.3,10.23,10.12,9.9,8,10,7,5,5,11,0.0,0.0,0.0,233,8.96,11.27,12.59,21,140.6,632,10.0,367,0,1,0,1,0,1,1,2,0,0,10.467735849056604,10.449444444444445,93,88,134,10,0
 Fatick,60,1,Deuxième Session,Passable,10.0,PASSE,1,2018,M,S2,LYCEE DE PASSY,O,Académie de Fatick,PASSY,LYCEE DE PASSY,1,Pass,ADM,2,2010,12.98,12.93,10.06,8.5,9,11,6,6,8,7,0.0,0.0,0.0,224,8.62,10.12,10.06,18,143.0,608,10.0,367,0,1,0,1,0,1,1,2,0,0,10.480731707317073,10.165714285714285,83,171,87,2,2
 Saint-Louis,60,1,Deuxième Session,Passable,11.59,PASSE,1,2018,F,S2,LYCEE EXCELLENCE PRIVEE AIMEE CESAIRE,O,Académie de Saint - Louis,SAINT LOUIS,LYCEE TECHNIQUE ANDRE PEYTAVIN,1,ABien,ADM,1,1999,11.79,12.69,12.72,12.17,9,11,10,10,12,16,0.0,0.0,0.0,311,11.96,12.0,12.18,19,217.0,3,11.59,180,0,1,0,0,1,1,0,2,0,0,10.538157894736841,10.502380952380953,95,217,143,11,7
